用户ID,会员级别,手机参数,昵称,购买时间,评论内容
,,,,,
1033745017935,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,尹***蛹,2019-01-26 20:27:00,目前为止觉得还不错 隔日就送到了
1033110262978,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,q***8,2019-01-19 20:28:50,价格实惠，非常喜欢，下次再来买
1032962767567,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,q***错,2019-01-17 17:34:51,手机很不错
1033022321339,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,d***8,2019-01-20 08:07:24,非常棒的手机
1032576228119,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,李***n,2019-01-17 10:37:44,刚开始很好用。。以后继续
1033082549201,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,吃***空,2019-01-20 16:44:56,给老婆买的  发货很快。。东西是正品 还不错
1033708304395,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,魅***u,2019-01-27 14:34:57,国行正品！最重要的是物流服務好
1033086301163,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,社***兄,2019-01-20 17:13:00,刚拿到，用好了再来好评
1034239929521,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,s***g,2019-02-01 12:51:31,挺好的 昨天买 今天中午就到了
1034038277549,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,q***8,2019-01-29 20:24:56,挺不错的，做工到位！好评！
1033285414040,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,奥***雅,2019-01-21 13:56:28,是新机，挺好的
1033277790081,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,凯***服,2019-01-21 12:55:54,收到完美还待研究一下
1033663406115,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,魔***云,2019-01-24 21:06:33,&ang;(ᐛ」&ang;)＿相当满意！！
1033919784312,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,x***6,2019-01-29 17:09:28,用了几天没什么问题，挺好的
1032352125416,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,漠***3,2019-01-14 18:30:09,给自己买个新年礼物，手机大点看视频方便，苹果性价比还是可以的，苏宁服务很好！会回购！
1032915213601,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,丿***题,2019-01-19 08:56:48,很满意，当场验货是全新机！
1033246374370,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,耳***心,2019-01-21 08:29:11,很好用，品质很好。
1033264729643,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,恋***甲,2019-01-22 11:06:43,好好看哦，正品，挺好的
1033490655980,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***5,2019-01-22 11:20:19,還不錯苏寧老顧客
1033405489708,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,b***龙,2019-01-23 15:39:23,还没用到时候再来
1033912900112,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,游***1,2019-01-29 16:05:36,完美使用没什么问题
1032894250766,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,v***d,2019-01-17 23:34:17,苏宁的服务真是没话说，太棒了
1033688014286,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,a***1,2019-01-25 08:52:55,是正品，全新未激活，很满意
1033692526301,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,l***9,2019-01-25 09:39:11,昨天下午才收到的手机，试用了一晚感觉还可以。用一段时间后再来追评！
1033989647694,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,毛***0,2019-01-26 23:45:45,全新未拆封，不错
1033273222063,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,m***7,2019-01-21 12:15:31,正品，值得购买。相信苏宁易购，感谢快递小哥，服务态度很好，笔芯。
1033653535217,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,也***爱,2019-01-23 18:45:35,正品，很好用！
1033049350752,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,x***5,2019-01-19 12:01:34,物流非常快，昨天晚上8点多下的单，今天下午就到了，是正品，比我之前用的6p速度要快，而且还不发热，总之非常满意。
1033140687365,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,匆***1,2019-01-19 09:13:35,手机不错
1032505520926,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,遗***8,2019-01-16 17:30:48,手机满意
1032739850226,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,s***3,2019-01-16 20:05:23,手机很好
1033574691826,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,官***3,2019-01-23 00:33:29,正品，苏宁值得信赖
1034274749520,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,怪***7,2019-02-01 19:53:15,拍的很清晰，以下是赚积分  终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦！
1033448511151,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,张***0,2019-01-21 21:09:40,盼星星盼月亮终于盼到了，第一次在网上买手机，还可以
1033226506342,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,x***4,2019-01-20 21:36:45,是的，非常开心，喜欢，期待了这么久，终于到了，心里美滋滋的，由于老手机坏了，无法拍照，现在用的新手机，也就是这家店的，快递很快，一天就到
1034645904952,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,冰***在,2019-02-10 00:01:22,用了好久后才来评价的，好用，正品，就是不能一起买两个，跟老婆一人一个，只能两个分开买
1033886668504,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,嘉***宝,2019-01-29 11:48:05,送货超级快，前一天买的，第二天上午就送到了！苹果就是不一样，快！手感也好
1033298197832,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,落***华,2019-01-22 15:47:38,查过了，没问题，很便宜
1033030246408,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,y***徐,2019-01-19 09:15:25,刚激活，用用看再来评价
1033269592454,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,r***饼,2019-01-23 11:01:37,用着没什么问题，奈斯
1033353809294,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,中***3,2019-01-23 07:43:07,挺好的！这个价格很到位，双十一在这里买的X完成了3个百星王者的使命后掉帧严重已废，希望这一台能用久一点
1034207170346,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,爱***0,2019-01-30 13:20:23,再一次购买 好评
1033043658646,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,h***涛,2019-01-19 11:08:38,第一次用，用着不错
1033339197414,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***4,2019-01-22 22:03:06,很快 主动要求验货
1034223043098,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,f***7,2019-01-29 12:10:33,第二次买iphone8p，赞赞赞
1035219783796,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,朕***疲,2019-02-14 10:38:47,可以 就是电池损耗太快了 我每天一充 二十天损耗百分之二
1033497219535,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,我***8,2019-01-22 12:17:28,比较满意。用一段时间在追评！
1032672068563,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***7,2019-01-17 22:02:39,忘记确认收货了    好评 好评
1029942310853,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,我***酱,2018-12-24 13:47:39,买苏宁易购很放心，有专门的快递也比较安全。已查过，是正品，电池也没有问题。已贴膜。一开始纠结买哪个颜色，果然黑色没买错哇，喜欢 支持苏宁^_^
1034910831159,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,平***线,2019-02-08 14:54:14,宝贝收到了，目前还在适应，过段时间追评吧。顺便说下物流还是很给力的，大过年的第一时间送到了。
1032950213501,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,f***0,2019-01-19 13:59:24,使用满意，没有问题。
1033056727727,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,慎***2,2019-01-18 13:36:52,目前看没毛病！挺好
1033302400754,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,魅***港,2019-01-23 15:38:50,第一次在网上买手机还真有点担心，昨天下单今天中午送到的用的还挺好
1034481083881,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,w***9,2019-02-01 14:18:56,之前用的6，很早就想换了~一直在8p~x~xr之间纠结，8p降价了就果断买8p吧，性能应该也能吊打现在新出的大部分安卓机了~主要是习惯了ios系统，而且王者荣耀充了不少钱呢舍不得扔掉号。。手机已经用了四五天了~没毛病~没激活过的全新机器，18年十月份出产的~very奈斯~很满意！对比来对比去好像还是有一颗home键按着习惯🤣好吧还是穷买不起xmax哈哈~手机没毛病！不是妖机翻新机什么的！全新机全新机全新机~~~快递真菜~上午就发短信说正在配送就这么个小县城晚上时候才送过来~辣鸡~
1033369007633,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,f***1,2019-01-21 10:15:11,东西不错！很喜欢！
1032751968215,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,邵***3,2019-01-18 15:58:54,刚收到 先给个好评
1035642086264,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,向***3,2019-02-22 02:13:34,不错，检验了是正品，下单后的第二天收到货了，今天用的是第二天。手感不错👍苹果手机唯一不好就是用电会比较快些。😊
1033718128968,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,2***n,2019-01-27 15:54:45,用了几天了，是正品，很不错👍
1033567138178,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,月***0,2019-01-23 23:13:19,速度快，是好东西
1033460703300,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,青***0,2019-01-21 23:41:33,物流超级快的 手机很赞
1034205475852,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***5,2019-01-29 09:17:49,刚收到暂时给个好评
1034263007947,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,我***者,2019-01-29 18:44:43,客服人很好手机很不错！
1033302678788,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,l***8,2019-01-21 16:04:25,很爽，很快，人生已经到达了高C，人生已经到达了巅峰 苹果的拍照效果嘛，果粉都知道~~~一般般 还行，正常使用的情况下~~~ 比苹果7号太多~~ 苹果的耳机不用说，超级棒！扩音器比以前的6S Plus和7都要好~~~ 价格超级美丽，A11芯片足已应付所有手机游戏~~~~苏宁就是棒
1033269351541,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***4,2019-01-20 11:55:32,非常好用 值得购买 客服也非常耐心
1034131200944,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,东***金,2019-02-01 11:52:47,正品，全新未激活，值得入手，
1033875960525,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,勇***超,2019-01-29 10:02:41,是正品，很好用
1033462096499,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***6,2019-01-25 02:22:54,跟描述的一样，很好用，很喜欢，好评
1030126877753,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,放***8,2018-12-27 09:28:06,机子是正品全新无激活的 之前还在犹豫要不要在苏宁上买手机很好无瑕疵值得信赖
1034069749295,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,涂***云,2019-01-30 10:33:30,东西还不错，下次再来
1033137330898,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,九***4,2019-01-20 08:36:57,信得过苏宁易购，质量好，价更低
1033393637484,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,迷***影,2019-01-23 14:06:17,用起来确实不错。
1034968633708,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,周***4,2019-02-13 23:01:36,在用  不是特别满意。电池用的特别快！
1033319372962,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,m***4,2019-01-23 17:59:51,目前一切正常，可以。
1033130575700,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,让***时,2019-01-19 01:56:38,很好！正版行货，保修还有一年呢
1034330121687,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,m***铺,2019-02-02 15:52:56,还可以，是正品
1033858639581,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***3,2019-01-25 17:05:28,还可以，是正品
1034404469717,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,s***7,2019-02-03 16:58:17,很满意，一天时间到了，快递员送的很及时。
1034020918518,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,b***t,2019-01-28 12:58:15,很快，很好用！5分！
1034024627759,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,鱼***尊,2019-01-27 12:15:29,不错，各方面都棒棒哒！！
1035881721256,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,1***半,2019-02-27 17:00:25,用着还行 就是有时候会黑屏
1033566370733,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,菲***猪,2019-01-23 23:04:12,是正品，颜色挺好看的。也很流畅不卡机
1034123365339,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,少***5,2019-01-30 20:53:35,用了两天。感觉很好
1033442025667,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,店***丶,2019-01-23 21:14:32,手机不错，很好用，客服态度也很好，很满意
用户ID,会员级别,手机参数,昵称,购买时间,评论内容

1033859282054,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,l***t,2019-01-26 19:30:44,用好，回头再评
1033143503554,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,昊***8,2019-01-19 09:39:02,不错 信赖苏宁
1034282059385,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,y***3,2019-01-29 23:25:23,挺好的，用了两天很满意，推荐购买
1034055309166,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,西***戈,2019-01-30 04:52:22,苹果手机质量好
1034831587585,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,上***1,2019-02-07 01:23:00,是正品未激活的，客服态度很好，刚开始买错了，买成双网通的了，但我是电信卡不能使用，就给我换全网通的了，给客服点个赞。
1033614197300,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,d***2,2019-01-25 15:06:14,还行吧，从果5到果8 最喜欢的是8p的声音效果
1033193400730,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,天***4,2019-01-22 15:34:01,使用体验不错
1033443907941,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***3,2019-01-21 20:25:39,真好！一点就着
1034044689173,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,d***1,2019-01-29 21:52:14,可以，正品
1033941460084,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,网***么,2019-01-29 21:48:10,还未用，先好评吧
1033157963578,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,g***8,2019-01-19 11:38:25,先用着，感觉不错
1032804985801,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,x***4,2019-01-18 09:53:17,手机不错📱，服务挺好
1033293274594,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,蝴***部,2019-01-21 15:00:57,此用户没有填写评论!
1033418274898,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,0***h,2019-01-22 16:39:41,火箭快递哥！&lt;20 小时， 无敌了！
1033304695624,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,清***9,2019-01-20 16:35:45,很好，一直用苹果
1033025574342,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,萌***暧,2019-01-19 08:21:16,是正品，挺好的
1033509138947,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,亲***心,2019-01-23 14:15:39,二次购买，正品，值得信赖的商家！
1033526561171,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***0,2019-01-24 17:40:15,用起来顺手
1033529689758,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,程***婆,2019-01-24 18:06:42,挺不错的 喜欢
1033620466655,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,1***q,2019-01-24 14:43:05,特别好满意
1034236922792,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***7,2019-01-30 18:26:22,激活了用几天在追平，先给个好评
1033771321775,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,衣***红,2019-01-27 08:48:57,买了事情多还一直没换过来，试了一下还不错，具体还得用起来才知道，就价格来说很不错，第一次用iOS但愿别用起来不习惯
1034444835999,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,琳***儿,2019-02-01 00:44:43,目前还不错
1033831719610,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,隐***脸,2019-01-25 13:32:55,没什么问题
1033191142258,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,最***米,2019-01-20 16:13:19,没什么问题
1033716009609,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,g***字,2019-01-26 15:37:40,还是不错哟
1033494430005,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,q***3,2019-01-23 12:08:56,检查了外观，没问题。一会儿去查序号，过后追评。
1033526683287,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,p***g,2019-01-22 16:10:45,苏宁易购值得信赖！
1033444408343,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,许***6,2019-01-24 20:56:29,不错，媳妇很高兴
1033768045079,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,e***c,2019-01-27 07:55:51,很好，当天下单当天到货，棒棒哒👍
1032770060760,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,h***6,2019-01-18 18:18:02,还可以挺好的
1033031089210,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,饭***1,2019-01-20 09:47:32,用了几天来评论，没啥问题 是正品  苏宁易购值得信奈
1033077771157,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,h***g,2019-01-18 16:04:16,苏宁服务一直杠杠的！
1034817470241,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***7,2019-02-08 19:52:26,很好非常好 原本我也一直纠结到底买不买苏宁的iphone 因为我看评论都是有的很差的 一直在纠结 但是我还是买了 一只怕这个手机有问题怎么样的 但是拿到货以后快递哥让我拆开验货 没问题 然后就回家什么的 东西都是新的M开头正版手机没有任何问题没有激活过绝对ok 用一段在来评论我买的8p
1033216959526,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,陆***4,2019-01-19 19:53:44,用着还不错
1033228374045,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,w***5,2019-01-20 21:57:47,感觉还可以
1032842397894,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,淘***w,2019-01-18 14:35:21,用着还不错
1033240414465,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,c***9,2019-01-21 01:50:17,很好用，赞赞赞赞赞
1033079327089,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,永***羊,2019-01-18 16:14:49,好好好非常好👍好
1033072424318,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,俊***1,2019-01-21 14:22:16,快递很好  产品也很好
1033193396289,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,q***8,2019-01-22 15:32:51,手机是正品，目前没有什么问题，系统很流畅，像素比起之前用的好太多了，总体来说都不错，快递很给力，一天就到了，用一段时间再看看。
1033016602506,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***5,2019-01-18 23:59:17,不错，买来送男朋友的
1033746215244,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,a***0,2019-01-24 16:24:59,很好满意
1034378838564,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,p***s,2019-02-01 15:38:36,很好很强大
1033391191537,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,l***8,2019-01-21 13:19:32,挺好的，正品，已使用
1034132025952,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***5,2019-01-30 23:31:17,帮朋友买的！很满意
1033571937977,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,w***1,2019-01-25 08:59:25,还不错，这个价格已经相当优惠了！！大家有没有发现屏幕右上角有块阴影？
1032803204960,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,宏***u,2019-01-19 00:40:59,活动降价前买的，幸亏有价格保护才收到好处，会继续努力支持苏宁的，加油哦，我们的宝贝，大家一起来。
1034184722869,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,1***s,2019-01-30 09:11:59,手机不错 是全新的
1034280714257,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,韩***磊,2019-01-31 11:51:44,1.发货速度快。物流更快 2.比京东要便宜  3.客服服务态度比较好
1032227665664,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,未***2,2019-01-13 20:19:07,看了评论以后怀着忐忑的心情在苏宁下了第三单，送给妈妈的新年礼物，还好外观没有瑕疵，国行全新未激活，ios12很好用，大小很适合妈妈用，字体调大大的～
1033852246882,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,w***b,2019-01-26 18:11:40,使用良好
1033320568749,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***6,2019-01-23 18:08:40,非常好👍
1033918991870,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,w***6,2019-01-26 11:20:12,正品行货
1033398851362,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,p***1,2019-01-21 14:23:39,目前挺好
1033064432981,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,q***5,2019-01-21 13:17:24,挺满意的😂
1033060022436,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,孔***9,2019-01-19 13:33:56,挺好的！送货小哥服务热情，手机先研究一下
1033064021759,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***2,2019-01-20 14:29:10,东西不错。好评
1033562083691,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***1,2019-01-22 21:25:31,不错很好|
1032534496880,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,h***8,2019-01-16 21:21:24,手机很快，比我的6s好太多了
1033106154071,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,a***1,2019-01-19 19:42:58,手机很好，值得购买
1034358398249,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,j***0,2019-02-01 11:40:06,机子完美，值得信赖
1034192740735,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,n***a,2019-02-02 09:20:54,是真的，好用
1032539620184,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***1,2019-01-16 22:07:39,很优惠，很满意。加油加油加油加油！
1033155638362,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,x***j,2019-01-20 11:26:00,物流速度很快，当天下单第二天就到了，很满意
1033196706964,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,q***0,2019-01-20 16:54:44,好产品人人喜欢！好商家人人信任！
1036069743391,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,西***啡,2019-02-26 21:13:03,虽然激活的时候卡死了，解决这个问题花了点时间，重新激活就可以用了，总体还是OK的！
1032844244283,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,夏***0,2019-01-19 13:24:53,苏宁易购发货挺快的
1033056835914,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,站***颠,2019-01-18 13:38:39,完美～🌹
1033892966237,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,h***啊,2019-01-27 09:14:47,手机是全新的机子，很喜欢
1032718506018,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,y***0,2019-01-16 17:24:24,服务非常好
